Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus
KBJ01;;Perkutaanne endoskoopiline ureterokutaneostoomia;Percutaneous endoscopic cutaneous ureterostomy;;0;01.01.2003;;;1;
KBJ10;;Ureteroenterokutaneostoomia;Cutaneous ureteroenterostomy;;0;01.01.2003;;;1;
KBJ20;;Ureteroenterokutaneostoomia reservuaariga;Cutaneous ureteroenterostomy with reservoir;;0;01.01.2003;;;1;
KBJ40;;Ureteroenterostoomia;Ureteroenterostomy;;0;01.01.2003;;;1;
KBJ60;;Anastomoos ureeterist ureetrani peensoole interpositsiooniga;Anastomosis of ureter to urethra with interposition of ileum;;0;01.01.2003;;;1;
KBJ70;;Kivide eemaldamine peensoolejuhast või reservuaarist;Removal of calculus from ileal conduit or reservoir;;0;01.01.2003;;;1;
KBJ72;;Transluminaalne endoskoopiline kivide eemaldamine peensoolejuhast või reservuaarist;Transluminal endoscopic removal of calculus from ileal conduit or reservoir;;0;01.01.2003;;;1;
KBJ80;;Operatsioon uriini väljapääsutee funktsiooni häire korral;Operation for malfunction of urinary diversion;;0;01.01.2003;;;1;
KBJ96;;Uriini muu väljapääsutee ureeterist või sellega seotud operatsioon;Other urinary diversion from ureter or related operation;;0;01.01.2003;;;1;
KBJ97;;Muu perkutaanne endoskoopiline uriini väljapääsutee ureeterist või sellega seotud operatsioon;Other percutaneous endoscopic urinary diversion from ureter or related operation;;0;01.01.2003;;;1;
KBJ98;;Muu transluminaalne endoskoopiline protseduur, mis on seotud uriini väljapääsuteega ureeterist;Other transluminal endoscopic procedure relating to urinary diversion from ureter;;0;01.01.2003;;;1;
KBT00;;Kehaväline ureeterikivi purustus lööklainega;Extracorporeal shock wave lithotripsy of ureter;;0;01.01.2003;;;1;
KBV00;;Ureeteri stentimine;Insertion of stent into ureter;;0;01.01.2003;;;1;
KBV01;;Nefroskoopiline ureeteri stentimine;Nephroscopic insertion of stent into ureter;;0;01.01.2003;;;1;
KBV02;;Tsüstoskoopiline ureeteri stentimine;Cystoscopic insertion of stent into ureter;;0;01.01.2003;;;1;
KBV04;;Laparoskoopiline stendi paigaldamine ureeterisse;Laparoscopic insertion of stent into ureter;;0;01.01.2018;;;1;
KBV05;;Ureeteri stendi tsüstoskoopilise ümberasetamine;Cystoscopic repositioning of stent in ureter;;0;01.01.2010;;;1;
KBV10;;Stendi eemaldamine ureeterist;Removal of stent from ureter;;0;01.01.2003;;;1;
KBV11;;Nefroskoopiline stendi eemaldamine ureeterist;Nephroscopic removal of stent from ureter;;0;01.01.2003;;;1;
KBV12;;Transluminaalne endoskoopiline stendi eemaldamine ureeterist;Transluminal endoscopic removal of stent from ureter;;0;01.01.2003;;;1;
KBV15;;Tsüstoskoopiline ureeteri stendi vahetus;Cystoscopic change of stent in ureter;;0;01.01.2012;;;1;
KBV22;;Tsüstoskoopiline ureeteri sisesuudme dilateerimine;Cystoscopic dilatation of ureteric orifice;;0;01.01.2003;;;1;
KBV32;;Tsüstoskoopiline ureeteri sisesuudme intsisioon;Cystoscopic incision of ureteric orifice;;0;01.01.2003;;;1;
KBV40;;Ureterotseele intsisioon või ekstsisioon;Incision or excision of ureterocele;;0;01.01.2003;;;1;
KBV42;;Tsüstoskoopiline ureterotseele intsisioon või ekstsisioon;Cystoscopic incision or excision of ureterocele;;0;01.01.2003;;;1;
KBV52;;Tsüstoskoopiline süsteravi vesikoureteraalse refluksi korral;Cystoscopic injection therapy for vesicoureteral reflux;;0;01.01.2003;;;1;
KBW96;;Muu operatsioon ureeteril;Other operation on ureter;;0;01.01.2003;;;1;
KBW97;;Muu perkutaanne endoskoopiline protseduur ureeteril;Other percutaneous endoscopic operation on ureter;;0;01.01.2003;;;1;
KBW98;;Muu transluminaalne endoskoopiline protseduur ureeteril;Other transluminal endoscopic operation on ureter;;0;01.01.2003;;;1;
KC1AT;;Kusepõie punktsioon ultraheli kontrolli all;Puncture of urinary bladder with ultrasound guidance;;0;01.01.2018;;;1;
KC2AT;;Kusepõie biopsia ultraheli kontrolli all;Biopsy of urinary bladder with ultrasound guidance;;0;01.01.2018;;;1;
KC3AT;;Kusepõie nõelbiopsia tsütoloogiaks ultraheli kontrolli all;Needle biopsy for cytology of urinary bladder with ultrasound guidance;;0;01.01.2018;;;1;
KCA00;;Eksploratiivne tsüstotoomia;Exploratory cystotomy;;0;01.01.2003;;;1;
KCA01;;Perkutaanne endoskoopiline eksploratiivne tsüstotoomia;Percutaneous endoscopic exploratory cystotomy;;0;01.01.2003;;;1;
KCB00;;Kusepõie biopsia;Biopsy of bladder;;0;01.01.2003;;;1;
KCB01;;Perkutaanne endoskoopiline kusepõie biopsia;Percutaneous endoscopic biopsy of bladder;;0;01.01.2003;;;1;
KCC00;;Tsüstektoomia;Cystectomy;;0;01.01.2003;;;1;
KCC10;;Tsüstoprostatektoomia;Cystoprostatectomy;;0;01.01.2003;;;1;
KCC20;;Tsüstoprostatouretrektoomia;Cystoprostatourethrectomy;;0;01.01.2003;;;1;
KCC30;;Tsüstektoomia koos sisesuguorganite eemaldamisega naistel;Cystectomy with excision of female internal genital organs;;0;01.01.2003;;;1;
KCC96;;Muu tsüstektoomia;Other cystectomy;;0;01.01.2003;;;1;
KCD02;;Transuretraalne kusepõie resektsioon;Transurethral resection of bladder;;0;01.01.2003;;;1;
KCD10;;Osaline tsüstektoomia;Partial cystectomy;;0;01.01.2003;;;1;
KCD11;;Perkutaanne endoskoopiline osaline tsüstektoomia;Percutaneous endoscopic partial cystectomy;;0;01.01.2003;;;1;
KCD20;;Kusepõie divertiikuli eemaldamine;Excision of diverticulum of bladder;;0;01.01.2003;;;1;
KCD21;;Kusepõie divertiikuli perkutaanne endoskoopiline eemaldamine;Percutaneous endoscopic excision of diverticulum of bladder;;0;01.01.2003;;;1;
KCD30;;Kusepõie tuumori destruktsioon;Destruction of tumour of bladder;;0;01.01.2003;;;1;
KCD32;;Kusepõie tuumori tsüstoskoopiline destruktsioon;Cystoscopic destruction of tumour of bladder;;0;01.01.2003;;;1;
KCD40;;Urachus’e  eemaldamine;Excision of urachus;;0;01.01.2003;;;1;
KCD96;;Kusepõie tuumori muu osaline eemaldamine või destruktsioon;Other partial excision or destruction of tumour of bladder;;0;01.01.2003;;;1;
KCD97;;Muu perkutaanne endoskoopiline kusepõie tuumori osaline eemaldamine või destruktsioon;Other percutaneous endoscopic partial excision of bladder or destruction of tumour of bladder;;0;01.01.2003;;;1;
KCD98;;Muu tsüstoskoopiline kusepõie tuumori osaline eemaldamine või destruktsioon;Other cystoscopic partial excision of bladder or destruction of tumour of bladder;;0;01.01.2003;;;1;
KCE00;;Tsüstolitotoomia;Cystolithotomy;;0;01.01.2003;;;1;
KCE01;;Perkutaanne endoskoopiline kivide eemaldamine kusepõiest;Percutaneous endoscopic extraction of calculus from bladder;;0;01.01.2003;;;1;
KCE02;;Transluminaalne endoskoopiline kivide eemaldamine kusepõiest;Transluminal endoscopic extraction of calculus from bladder;;0;01.01.2003;;;1;
KCF00;;Tsüstotoomia ja võõrkeha eemaldamine kusepõiest;Cystotomy and removal of foreign body from bladder;;0;01.01.2003;;;1;
KCF01;;Perkutaanne endoskoopiline võõrkeha eemaldamine kusepõiest;Percutaneous endoscopic removal of foreign body from bladder;;0;01.01.2003;;;1;
KCF02;;Transluminaalne endoskoopiline võõrkeha eemaldamine kusepõiest;Transluminal endoscopic removal of foreign body from bladder;;0;01.01.2003;;;1;
KCH00;;Kusepõie suturatsioon;Suture of bladder;;0;01.01.2003;;;1;
KCH01;;Perkutaanne endoskoopiline kusepõie suturatsioon;Percutaneous endoscopic suture of bladder;;0;01.01.2003;;;1;
KCH02;;Tsüstoskoopiline kusepõie suturatsioon;Cystoscopic suture of bladder;;0;01.01.2003;;;1;
KCH10;;Enterotsüstoplastika;Enterocystoplasty;;0;01.01.2003;;;1;
KCH11;;Perkutaanne endoskoopiline enterotsüstoplastika;Percutaneous endoscopic enterocystoplasty;;0;01.01.2003;;;1;
KCH15;;Kusepõie rekonstruktsioon soolest koos detruusorlihasega;Reconstruction of bladder from intestine with detrusor muscle;;0;01.01.2018;;;1;
KCH20;;Kusepõit vähendav plastika;Reduction cystoplasty;;0;01.01.2003;;;1;
KCH21;;Perkutaanne endoskoopiline kusepõit vähendav plastika;Percutaneous endoscopic reduction cystoplasty;;0;01.01.2003;;;1;
KCH30;;Kusepõie ja soole vahelise fistuli sulgemine;Closure of vesicointestinal fistula;;0;01.01.2003;;;1;
KCH33;;Kusepõie ja emaka vahelise fistuli sulgemine;Closure of vesicouterine fistula;;0;01.01.2022;;;1;
KCH40;;Kusepõiekaela intsisioon või resektsioon;Incision or resection of bladder neck;;0;01.01.2003;;;1;
KCH42;;Kusepõiekaela transuretraalne intsisioon või resektsioon;Transurethral incision or resection of bladder neck;;0;01.01.2003;;;1;
KCH50;;Kusepõiekaela plastiline operatsioon;Plastic operation of bladder neck;;0;01.01.2022;;;1;
KCH60;;Kusepõie sulgemine ja plastiline korrektsioon põieekstroofia tõttu;Closure of urinary bladder and plastic repair for bladder extrophy;;0;01.01.2018;;;1;
KCH62;;Kusepõie sulgemine ja plastiline korrektsioon kloaagiekstroofia tõttu;Closure of urinary bladder and plastic repair for cloaca extrophy;;0;01.01.2018;;;1;
KCH80;;Kusepõiekaela oklusioon;Occlusion of bladder neck;;0;01.01.2022;;;1;
KCH96;;Muu rekonstruktiivne operatsioon kusepõiel;Other reconstructive operation on bladder;;0;01.01.2003;;;1;
KCH97;;Muu perkutaanne endoskoopiline rekonstruktiivne operatsioon kusepõiel;Other percutaneous endoscopic reconstructive operation on bladder;;0;01.01.2003;;;1;
KCH98;;Muu transluminaalne endoskoopiline rekonstruktiivne operatsioon kusepõiel;Other transluminal endoscopic reconstructive operation on bladder;;0;01.01.2003;;;1;
KCJ00;;Tsüstostoomia;Cystostomy;;0;01.01.2003;;;1;
KCJ10;;Tsüstoenterokutaneostoomia;Cutaneous cystoenterostomy;;0;01.01.2003;;;1;
KCJ20;;Kontinentne tsüstoenterokutaneostoomia;Continent cutaneous cystoenterostomy;;0;01.01.2003;;;1;
KCJ28;;Tsüstoenterotoomia revisioon;Revision of cystoenterotomy;;0;01.01.2022;;;1;
KCJ96;;Muu tsüstostoomia;Other cystostomy;;0;01.01.2003;;;1;
KCT00;;Kehaväline kusepõiekivi purustus lööklainega;Extracorporeal shock wave lithotripsy of bladder;;0;01.01.2003;;;1;
KCV02;;Kusepõie tsüstoskoopiline balloon-venitus;Cystoscopic balloon distention of bladder;;0;01.01.2003;;;1;
KCW02;;Kusepõieloputus;Lavation of bladder;;0;01.01.2018;;;1;
KCV04;;Kusepõie hüdrodilatatsioon;Distension of bladder with fluid;;0;01.01.2018;;;1;
KCV10;;Kusepõie denervatsioon;Denervation of bladder;;0;01.01.2003;;;1;
KCV11;;Perkutaanne endoskoopiline kusepõie denervatsioon;Percutaneous endoscopic denervation of bladder;;0;01.01.2003;;;1;
KCV12;;Tsüstoskoopiline süstimine kusepõie seina;Cystoscopic injection of bladder wall;;0;01.01.2018;;;1;
KCV15;;Kusepõie elektristimulaatori tsüstoskoopiline implanteerimine;Cystoscopic implantation of electric stimulator to urinary bladder;;0;01.01.2022;;;1;
KCV20;;Kusepõie vabastamine;Freeing of bladder;;0;01.01.2003;;;1;
KCV21;;Perkutaanne endoskoopiline kusepõie vabastamine;Percutaneous endoscopic freeing of bladder;;0;01.01.2003;;;1;
KCV22;;Verehüüvete transluminaalne endoskoopiline eemaldamine kusepõiest;Transluminal endoscopic evacuation of blood clots from bladder;;0;01.01.2003;;;1;
KCV40;;Ektoopilise kusepõie operatsioon;Operation for ectopic urinanary bladder;;0;01.01.2022;;;1;
KCW96;;Muu operatsioon kusepõiel;Other operations on bladder;;0;01.01.2003;;;1;
KCW97;;Muu perkutaanne endoskoopiline operatsioon kusepõiel;Other percutaneous endoscopic operation on bladder;;0;01.01.2003;;;1;
KCW98;;Muu transluminaalne endoskoopiline protseduur kusepõiel;Other transluminal endoscopic operation on bladder;;0;01.01.2003;;;1;
KCX56;;Kusepõie kompressioon;Compression of urinary bladder;;0;01.01.2018;;;1;
KCX59;;Muu kusepõie füsioteraapia;Other physical therapy of urinary bladder;;0;01.01.2018;;;1;
KDA00;;Ureetra eksploratsioon;Exploration of urethra;;0;01.01.2022;;;1;
KDB00;;Ureetra avatud biopsia;Open biopsy of urethra;;0;01.01.2022;;;1;
KDC00;;Uretrektoomia;Urethrectomy;;0;01.01.2003;;;1;
KDD00;;Ureetra osaline eemaldamine;Partial excision of urethra;;0;01.01.2003;;;1;
KDD10;;Ureetra divertiikuli eemaldamine;Excision of diverticulum of urethra;;0;01.01.2003;;;1;
KDD30;;Ureetra tuumori destruktsioon;Destruction of tumour of urethra;;0;01.01.2003;;;1;
KDD32;;Ureetra tuumori uretroskoopiline destruktsioon;Urethroscopic destruction of tumour of urethra;;0;01.01.2003;;;1;
KDD40;;Ureetra välise sfinkteri resektsioon;Resection of external sphincter of urethra;;0;01.01.2003;;;1;
KDD42;;Ureetra välise sfinkteri uretroskoopiline resektsioon;Urethroscopic resection of external sphincter of urethra;;0;01.01.2003;;;1;
KDD50;;Uretraalklapi eemaldamine;Excision of urethral valve;;0;01.01.2003;;;1;
KDD52;;Uretraalklapi uretroskoopiline eemaldamine;Urethroscopic excision of urethral valve;;0;01.01.2003;;;1;
KDD80;;Ureetra osaline eemaldamine ja korrektsioon transplantaadi või lapi abil;Partial excision of urethra and repair using graft or flap;;0;01.01.2003;;;1;
KDD96;;Muu osaline ureetra eemaldamine;Other partial excision of urethra;;0;01.01.2003;;;1;
KDD98;;Muu transluminaalne endoskoopiline osaline ureetra eemaldamine;Other transluminal endoscopic partial excision of urethra;;0;01.01.2003;;;1;
KDE00;;Uretrolitotoomia;Urethrolithotomy;;0;01.01.2003;;;1;
KDE12;;Ureetra kivide uretroskoopiline eemaldamine;Urethroscopic extraction of calculus of urethra;;0;01.01.2003;;;1;
KDE20;;Võõrkeha eemaldamine ureetrast;Removal of foreign body from urethra;;0;01.01.2003;;;1;
KDE22;;Võõrkeha uretroskoopiline eemaldamine ureetrast;Urethroscopic removal of foreign body from urethra;;0;01.01.2003;;;1;
KDE96;;Kivide või võõrkeha muu eemaldamine ureetrast;Other removal of calculus or foreign body from urethra;;0;01.01.2003;;;1;
KDE98;;Kivide või võõrkeha muu transluminaalne endoskoopiline eemaldamine ureetrast;Other transluminal endoscopic removal of calculus or foreign body from urethra;;0;01.01.2003;;;1;
KDG00;;Ureetra retropuubiline fikseerimine;Retropubic suspension of urethra;;0;01.01.2003;;;1;
KDG01;;Ureetra perkutaanne endoskoopiline retropuubiline fikseerimine;Percutaneous endoscopic retropubic suspension of urethra;;0;01.01.2003;;;1;
KDG10;;Kusepõiekaela abdominovaginaalne fikseerimine;Abdominovaginal suspension of bladder neck;;0;01.01.2003;;;1;
KDG20;;Abdominaalne tupe fikseerimine;Abdominal colposuspension;;0;01.01.2003;;;1;
KDG21;;Perkutaanne endoskoopiline tupe fikseerimine;Percutaneous endoscopic colposuspension;;0;01.01.2003;;;1;
KDG30;;Suprapuubiline uretrotsüstopeksia linguga;Suprapubic sling urethrocystopexy;;0;01.01.2003;;;1;
KDG31;;Perkutaanne endoskoopiline suprapuubiline uretrotsüstopeksia linguga;Percutaneous endoscopic suprapubic sling urethrocystopexy;;0;01.01.2003;;;1;
KDG40;;Suprapuubiline uretrotsüstopeksia;Suprapubic urethrocystopexy;;0;01.01.2003;;;1;
KDG41;;Perkutaanne endoskoopiline suprapuubiline uretrotsüstopeksia;Percutaneous endoscopic suprapubic urethrocystopexy;;0;01.01.2003;;;1;
KDG43;;Transobturatoorne ling ureetrotsüstopeksia;Transobturatorial sling urethrocystopexy;;0;01.01.2012;;;1;
KDG50;;Vaagnapõhja transabdominaalne plastika uriinipidamatuse korral;Transabdominal plastic repair of pelvic floor for urinary incontinence;;0;01.01.2003;;;1;
KDG60;;Reguleeritava ekspandri implantatsioon ümber põiekaela;Implantation of adjustable expander around bladder neck;;0;01.01.2018;;;1;
KDG96;;Muu operatsioon ureetral ja kusepõiekaelal uriinipidamatuse korral naistel;Other operation on female urethra or bladder neck for incontinence;;0;01.01.2003;;;1;
KDG97;;Muu perkutaanne endoskoopiline operatsioon ureetral ja kusepõiekaelal uriinipidamatuse korral naistel;Other percutaneous endoscopic operation on female urethra or bladder neck for incontinence;;0;01.01.2003;;;1;
KDH00;;Ureetra suturatsioon;Suture of urethra;;0;01.01.2003;;;1;
KDH03;;Ureetra sulgemine;Closure of urethra;;0;01.01.2022;;;1;
KDH10;;Ureetra meatoplastika;Meatoplasty of urethra;;0;01.01.2003;;;1;
KDH14;;Ureetra limaskesta prolapsi plastiline korrektsioon;Plastic repair of mucous prolaps of urethra;;0;01.01.2018;;;1;
KDH30;;Uretrokutaanse fistuli sulgemine;Closure of urethrocutaneous fistula;;0;01.01.2003;;;1;
KDH50;;Uretrointestinaalse fistuli sulgemine;Closure of urethrointestinal fistula;;0;01.01.2003;;;1;
KDH62;;Ureetra uretroskoopiline rekanalisatsioon;Urethroscopic recanalisation of urethra;;0;01.01.2003;;;1;
KDH70;;Ureetra striktuuri plastiline korrektsioon;Plastic repair of stricture of urethra;;0;01.01.2003;;;1;
KDH96;;Muu rekonstruktiivne operatsioon ureetral;Other reconstructive operation on urethra;;0;01.01.2003;;;1;
KDH98;;Muu transluminaalne endoskoopiline rekonstruktiivne operatsioon ureetral;Other transluminal endoscopic reconstructive operation on urethra;;0;01.01.2003;;;1;
KDJ00;;Uretrostoomia;Urethrostomy;;0;01.01.2003;;;1;
KDK00;;Ureetra sfinkteri proteesi paigaldamine kusepõiekaela ümber;Implantation of artificial urinary sphincter around bladder neck;;0;01.01.2003;;;1;
KDK01;;Kunstliku sulgurlihase laparoskoopiline implantatsioon ümber põiekaela;Laparoscopic implantation of artificial sphincter around bladder neck;;0;01.01.2018;;;1;
KDK10;;Ureetra sfinkteri proteesi paigaldamine bulbaarse ureetra ümber;Implantation of artificial urinary sphincter around bulbar urethra;;0;01.01.2003;;;1;
KDK30;;Ureetra sfinkteri proteesi korrektsioon;Revision of artificial urethral sphincter;;0;01.01.2003;;;1;
KDK40;;Ureetra sfinkteri proteesi eemaldamine;Removal of artificial urethral sphincter;;0;01.01.2003;;;1;
KDV00;;Ureetra stentimine;Insertion of stent into urethra;;0;01.01.2003;;;1;
KDV10;;Sisemine uretrotoomia;Internal urethrotomy;;0;01.01.2003;;;1;
KDV12;;Uretroskoopiline sisemine uretrotoomia;Urethroscopic internal urethrotomy;;0;01.01.2003;;;1;
KDV15;;Uretroskoopiline sisemine sfinkterektoomia;Urethroscopic internal sphincterotomy;;0;01.01.2003;;;1;
KDV20;;Ureetra submukoosne injektsioon;Submucous urethral injection;;0;01.01.2003;;;1;
KDV22;;Transluminaalne endoskoopiline ureetra submukoosne injektsioon;Transluminal endoscopic submucous urethral injection;;0;01.01.2003;;;1;
KDV25;;Endoskoopiline ureeteri botulismitoksiinravi;Ureter endoscopic botulin therapy;;0;01.01.2018;;;1;
KDV27;;Periuretraalse ballooni transluminaalne paigaldamine;Transluminal insertion of periurethral balloon;;0;01.01.2022;;;1;
KDW96;;Muud operatsioonid ureetral;Other operation on urethra;;0;01.01.2003;;;1;
KDW98;;Muud transluminaalsed endoskoopilised operatsioonid ureetral;Other transluminal endoscopic operation on urethra;;0;01.01.2003;;;1;
KE1AT;;Eesnäärme biopsia ultraheli kontrolli all;Biopsy of prostata with ultrasoudnguidance;;0;01.01.2018;;;1;
KE1CT;;Eesnäärme biopsia KT kontrolli all;Biopsy of prostata with CT guidance;;0;01.01.2018;;;1;
KE1LT;;Eesnäärme termokoagulatsioon;Heat coagulation of prostata;;0;01.01.2022;;;1;
KE2AT;;Tsütoloogia eesnäärmest ultraheli kontrolli all;Cytologoy of prostata with ultrasound guidance;;0;01.01.2018;;;1;
KE2BT;;Eesnäärme embolisatsioon;Prostate embolisation;;0;01.01.2022;;;1;
KE2CT;;Tsütoloogia eesnäärmest KT kontrolli all;Cytologoy of prostata with CT guidance;;0;01.01.2018;;;1;
KE2HT;;Eesnäärme brahhüteraapia ultraheli kontrolli all;Brachytherapy of prostate with ultrasound quidance;;0;01.01.2018;;;1;
KE2KT;;Markeri implantatsioon eesnäärmesse;Implantation of marker to prostate;;0;01.01.2018;;;1;
KEA00;;Prostata eksploratsioon;Exploration of prostate;;0;01.01.2003;;;1;
KEA10;;Prostatotoomia;Prostatotomy;;0;01.01.2003;;;1;
KEA20;;Seemnepõiekeste intsisioon;Incision of seminal vesicle;;0;01.01.2003;;;1;
